P, I, D, input, setpoint, err, dErr, int, t
-16.0334, -4.00835e-07, -7.69603, 160334, 0, -160334, -641336, -40083.5, 0.323791
0.643238, -3.94076e-07, 19.0463, 160387, 166819, 6432.38, 1.58719e+06, -39407.6, 0.428861
0.626732, -3.88055e-07, -0.0206158, 160387, 166654, 6267.32, -1717.98, -38805.5, 0.524943
0.626732, -3.85658e-07, 0, 160387, 166654, 6267.32, 0, -38565.8, 0.563185
0.607534, -3.82141e-07, -0.0397956, 160387, 166462, 6075.34, -3316.3, -38214.1, 0.621073
0.592224, -3.7645e-07, -0.0191172, 160387, 166309, 5922.24, -1593.1, -37645, 0.717177
0.58328, -3.7086e-07, -0.0112005, 160245, 166078, 5832.8, -933.374, -37086, 0.813
0.535835, -3.67593e-07, -0.093356, 160245, 165603, 5358.35, -7779.67, -36759.3, 0.873986
0.682735, -3.65181e-07, 0.499068, 158776, 165603, 6827.35, 41589, -36518.1, 0.909308
0.667602, -3.58791e-07, -0.0189715, 158705, 165381, 6676.02, -1580.96, -35879.1, 1.00503
0.522886, -3.53768e-07, -0.180778, 159870, 165099, 5228.86, -15064.8, -35376.8, 1.10109
0.522886, -3.53245e-07, 0, 159870, 165099, 5228.86, 0, -35324.5, 1.11109
0.384159, -3.49933e-07, -0.193106, 160970, 164812, 3841.59, -16092.1, -34993.3, 1.1973
0.231448, -3.47715e-07, -0.191189, 161967, 164281, 2314.48, -15932.4, -34771.5, 1.29315
0.203945, -3.46696e-07, -0.0660799, 161967, 164006, 2039.45, -5506.66, -34669.6, 1.3431
0.102845, -3.4622e-07, -0.262038, 162978, 164006, 1028.45, -21836.5, -34622, 1.38939
-0.129029, -3.47456e-07, -0.290308, 165001, 163711, -1290.29, -24192.3, -34745.6, 1.48524
-0.243047, -3.49791e-07, -0.142469, 165869, 163439, -2430.47, -11872.4, -34979.1, 1.58128
-0.354879, -3.53198e-07, -0.139755, 166691, 163142, -3548.79, -11646.2, -35319.8, 1.6773
-0.399408, -3.5703e-07, -0.0556948, 166932, 162938, -3994.08, -4641.23, -35703, 1.77324
-0.450414, -3.60152e-07, -0.0883145, 166932, 162428, -4504.14, -7359.54, -36015.2, 1.84255
-0.463814, -3.61409e-07, -0.0593152, 167066, 162428, -4638.14, -4942.93, -36140.9, 1.86966
-0.495767, -3.66158e-07, -0.0400318, 167184, 162226, -4957.67, -3335.98, -36615.8, 1.96544
-0.437221, -3.70356e-07, 0.0731791, 166378, 162006, -4372.21, 6098.26, -37035.6, 2.06145
-0.437221, -3.70909e-07, 0, 166378, 162006, -4372.21, 0, -37090.9, 2.07411
-0.376608, -3.74056e-07, 0.0870654, 165543, 161777, -3766.08, 7255.45, -37405.6, 2.15766
-0.31082, -3.77034e-07, 0.0823922, 164560, 161452, -3108.2, 6866.01, -37703.4, 2.25347
-0.326533, -3.78845e-07, -0.0339927, 164560, 161295, -3265.33, -2832.73, -37884.5, 2.30894
-0.224433, -3.79761e-07, 0.30014, 163539, 161295, -2244.33, 25011.7, -37976.1, 2.34976
-0.147392, -3.81174e-07, 0.0964579, 162650, 161176, -1473.92, 8038.16, -38117.4, 2.44561
-0.0847296, -3.81987e-07, 0.0783237, 161900, 161053, -847.296, 6526.98, -38198.7, 2.54161
-0.0953745, -3.82618e-07, -0.0193261, 161900, 160946, -953.745, -1610.51, -38261.8, 2.60771
-0.0224745, -3.82689e-07, 0.276031, 161171, 160946, -224.745, 23002.6, -38268.9, 2.6394
0.0252731, -3.82451e-07, 0.0608028, 160567, 160820, 252.731, 5066.9, -38245.1, 2.73364
0.0727116, -3.8175e-07, 0.0590974, 160046, 160773, 727.116, 4924.78, -38175, 2.82996
0.0727116, -3.8174e-07, 0, 160046, 160773, 727.116, 0, -38174, 2.83132
0.0632371, -3.81143e-07, -0.0120377, 160112, 160744, 632.371, -1003.14, -38114.3, 2.92577
0.0778516, -3.80396e-07, 0.0182706, 159975, 160754, 778.516, 1522.55, -38039.6, 3.02176
0.0814102, -3.80012e-07, 0.00905379, 159975, 160789, 814.102, 754.482, -38001.2, 3.06893
0.0889102, -3.79576e-07, 0.0183413, 159900, 160789, 889.102, 1528.44, -37957.6, 3.118
0.0528229, -3.79069e-07, -0.0451792, 160310, 160838, 528.229, -3764.93, -37906.9, 3.21385
0.0396531, -3.78688e-07, -0.0164453, 160512, 160909, 396.531, -1370.45, -37868.8, 3.30995
0.0396531, -3.78688e-07, 0, 160512, 160909, 396.531, 0, -37868.8, 3.31009
0.0473686, -3.78233e-07, 0.00964199, 160616, 161090, 473.686, 803.499, -37823.3, 3.40612
0.0491635, -3.77762e-07, 0.00224803, 160734, 161226, 491.635, 187.336, -37776.2, 3.50193
0.0473531, -3.77307e-07, -0.00226211, 160911, 161385, 473.531, -188.509, -37730.7, 3.59796
0.0517141, -3.7681e-07, 0.00544923, 161029, 161546, 517.141, 454.102, -37681, 3.694
0.0658641, -3.76178e-07, 0.0176818, 161042, 161701, 658.641, 1473.49, -37617.8, 3.79003
0.103702, -3.75182e-07, 0.0472793, 161092, 162129, 1037.02, 3939.94, -37518.2, 3.88606
0.116439, -3.74063e-07, 0.015909, 161170, 162334, 1164.39, 1325.75, -37406.3, 3.98214
0.130432, -3.72808e-07, 0.0174501, 161268, 162572, 1304.32, 1454.17, -37280.8, 4.07836
0.130432, -3.72768e-07, 0, 161268, 162572, 1304.32, 0, -37276.8, 4.08146
0.166487, -3.71224e-07, 0.0466726, 161348, 163013, 1664.87, 3889.39, -37122.4, 4.17416
0.185819, -3.69439e-07, 0.0241403, 161457, 163315, 1858.19, 2011.69, -36943.9, 4.27026
0.21266, -3.68522e-07, 0.0747233, 161457, 163584, 2126.6, 6226.94, -36852.2, 4.31337
0.19206, -3.67502e-07, -0.04655, 161663, 163584, 1920.6, -3879.16, -36750.2, 4.36647
0.201872, -3.65567e-07, 0.0122815, 161943, 163962, 2018.72, 1023.46, -36556.7, 4.46234
0.203843, -3.6361e-07, 0.00246401, 162201, 164239, 2038.43, 205.334, -36361, 4.55833
0.203843, -3.62919e-07, 0, 162201, 164239, 2038.43, 0, -36291.9, 4.59225
0.203036, -3.61656e-07, -0.00155642, 162520, 164550, 2030.36, -129.702, -36165.6, 4.65445
0.177799, -3.59949e-07, -0.0315542, 162977, 164755, 1777.99, -2629.51, -35994.9, 4.75043
0.20832, -3.58306e-07, 0.0464193, 162977, 165060, 2083.2, 3868.28, -35830.6, 4.82933
0.16402, -3.58024e-07, -0.309403, 163420, 165060, 1640.2, -25783.5, -35802.4, 4.84651
0.180719, -3.56288e-07, 0.0208623, 163742, 165549, 1807.19, 1738.52, -35628.8, 4.94257
0.167681, -3.54677e-07, -0.0162875, 164121, 165798, 1676.81, -1357.29, -35467.7, 5.03862
0.167681, -3.5426e-07, 0, 164121, 165798, 1676.81, 0, -35426, 5.06348
0.154254, -3.53163e-07, -0.0226435, 164503, 166046, 1542.54, -1886.96, -35316.3, 5.13464
0.128088, -3.51934e-07, -0.0327229, 164931, 166212, 1280.88, -2726.91, -35193.4, 5.2306
0.168321, -3.50692e-07, 0.0654222, 164931, 166614, 1683.21, 5451.85, -35069.2, 5.30439
0.1343, -3.47813e-07, -0.0190461, 165409, 166752, 1343, -1587.17, -34781.3, 5.51874
0.133714, -3.46528e-07, -0.000732377, 165702, 167039, 1337.14, -61.0314, -34652.8, 5.61484
0.133714, -3.46433e-07, 0, 165702, 167039, 1337.14, 0, -34643.3, 5.62193
0.126975, -3.45305e-07, -0.00910362, 165919, 167189, 1269.75, -758.635, -34530.5, 5.71076
0.121243, -3.4414e-07, -0.00715685, 166023, 167235, 1212.43, -596.404, -34414, 5.80686
0.124974, -3.42941e-07, 0.0046656, 166022, 167272, 1249.74, 388.8, -34294.1, 5.90282
0.117584, -3.41812e-07, -0.00923577, 166090, 167266, 1175.84, -769.648, -34181.2, 5.99883
0.115614, -3.40762e-07, -0.00260458, 166090, 167246, 1156.14, -217.048, -34076.2, 6.08961
0.092614, -3.40712e-07, -0.508456, 166320, 167246, 926.14, -42371.3, -34071.2, 6.09504
0.0566868, -3.40169e-07, -0.0449682, 166557, 167124, 566.868, -3747.35, -34016.9, 6.19091
0.0261077, -3.39918e-07, -0.0382267, 166773, 167034, 261.077, -3185.56, -33991.8, 6.2869
0.0130795, -3.39871e-07, -0.0439415, 166773, 166904, 130.795, -3661.79, -33987.1, 6.32248
-0.00982051, -3.39931e-07, -0.045409, 167002, 166904, -98.2051, -3784.08, -33993.1, 6.383
-0.0438905, -3.40352e-07, -0.0425875, 167236, 166797, -438.905, -3548.96, -34035.2, 6.479
-0.0619313, -3.40869e-07, -0.025937, 167236, 166617, -619.313, -2161.41, -34086.9, 6.56247
-0.0684313, -3.40957e-07, -0.0609223, 167301, 166617, -684.313, -5076.86, -34095.7, 6.57527
-0.03714, -3.41312e-07, 0.0392105, 166642, 166271, -371.4, 3267.54, -34131.2, 6.67103
-0.0573147, -3.41863e-07, -0.0252029, 166631, 166058, -573.147, -2100.24, -34186.3, 6.76709
-0.075638, -3.42589e-07, -0.022904, 166556, 165800, -756.38, -1908.67, -34258.9, 6.86309
-0.075638, -3.42724e-07, 0, 166556, 165800, -756.38, 0, -34272.4, 6.88088
-0.0840376, -3.43382e-07, -0.0128721, 166428, 165588, -840.376, -1072.68, -34338.2, 6.95919
-0.114432, -3.44482e-07, -0.0379468, 166227, 165083, -1144.32, -3162.23, -34448.2, 7.0553
-0.144362, -3.45317e-07, -0.0620375, 166227, 164783, -1443.62, -5169.8, -34531.7, 7.1132
-0.127762, -3.45804e-07, 0.0522672, 166061, 164783, -1277.62, 4355.6, -34580.4, 7.15131
-0.141504, -3.47162e-07, -0.0171827, 166001, 164586, -1415.04, -1431.89, -34716.2, 7.24728
-0.1545, -3.48645e-07, -0.0162473, 165820, 164275, -1545, -1353.94, -34864.5, 7.34327
-0.164655, -3.50226e-07, -0.0126897, 165645, 163998, -1646.55, -1057.48, -35022.6, 7.4393
-0.190102, -3.52052e-07, -0.0317931, 165402, 163501, -1901.02, -2649.43, -35205.2, 7.53534
-0.220767, -3.53114e-07, -0.0765096, 165402, 163194, -2207.67, -6375.8, -35311.4, 7.58344
-0.187267, -3.54013e-07, 0.0837441, 165067, 163194, -1872.67, 6978.67, -35401.3, 7.63144
-0.170736, -3.55651e-07, 0.0206717, 164708, 163001, -1707.36, 1722.64, -35565.1, 7.7274
-0.199016, -3.57515e-07, -0.036235, 164708, 162718, -1990.16, -3019.59, -35751.5, 7.82106
-0.167416, -3.57557e-07, 1.51468, 164392, 162718, -1674.16, 126223, -35755.7, 7.82356
-0.174306, -3.5923e-07, -0.00861837, 164019, 162276, -1743.06, -718.198, -35923, 7.9195
-0.14683, -3.60639e-07, 0.0343406, 163524, 162056, -1468.3, 2861.72, -36063.9, 8.01552
-0.169859, -3.61377e-07, -0.0635901, 163524, 161825, -1698.59, -5299.17, -36137.7, 8.05897
-0.125359, -3.62037e-07, 0.101564, 163079, 161825, -1253.59, 8463.63, -36203.7, 8.11155
-0.111541, -3.63107e-07, 0.0172756, 162794, 161679, -1115.41, 1439.63, -36310.7, 8.20754
-0.102702, -3.64093e-07, 0.0110467, 162509, 161482, -1027.02, 920.555, -36409.3, 8.30355
-0.132623, -3.6501e-07, -0.0519238, 162509, 161183, -1326.23, -4326.98, -36501, 8.3727
-0.231923, -3.6564e-07, -0.438716, 163502, 161183, -2319.23, -36559.7, -36564, 8.39986
-0.222402, -3.6777e-07, 0.0119302, 163302, 161078, -2224.02, 994.186, -36777, 8.49562
-0.200044, -3.69691e-07, 0.0279325, 162965, 160965, -2000.44, 2327.71, -36969.1, 8.59167
-0.20249, -3.71639e-07, -0.00305131, 162895, 160870, -2024.9, -254.276, -37163.9, 8.68784
-0.188472, -3.73445e-07, 0.0175482, 162707, 160822, -1884.72, 1462.35, -37344.5, 8.7837
-0.195812, -3.74622e-07, -0.0146559, 162707, 160749, -1958.12, -1221.32, -37462.2, 8.84379
-0.171512, -3.7524e-07, 0.0809882, 162464, 160749, -1715.12, 6749.02, -37524, 8.8798
-0.133921, -3.76528e-07, 0.0468999, 162081, 160742, -1339.21, 3908.33, -37652.8, 8.97598
-0.0944554, -3.77433e-07, 0.0494007, 161706, 160761, -944.554, 4116.72, -37743.3, 9.07185
-0.0944554, -3.77533e-07, 0, 161706, 160761, -944.554, 0, -37753.3, 9.08239
-0.0547918, -3.78001e-07, 0.0557038, 161344, 160796, -547.918, 4641.98, -37800.1, 9.16784
-0.00281589, -3.78028e-07, 0.0649348, 160948, 160920, -28.1589, 5411.24, -37802.8, 9.26389
0.00659119, -3.77995e-07, 0.0224765, 160948, 161014, 65.9119, 1873.04, -37799.5, 9.31411
0.0469854, -3.77779e-07, 0.105285, 160630, 161100, 469.854, 8773.76, -37777.9, 9.36015
0.0600854, -3.77202e-07, 0.0163877, 160499, 161100, 600.854, 1365.64, -37720.2, 9.45608
0.0873676, -3.76364e-07, 0.0341289, 160374, 161248, 873.676, 2844.08, -37636.4, 9.552
0.0873676, -3.76216e-07, 0, 160374, 161248, 873.676, 0, -37621.6, 9.56893
0.126712, -3.75215e-07, 0.0597124, 160271, 161538, 1267.12, 4976.03, -37521.5, 9.64799
0.14462, -3.73825e-07, 0.0223715, 160277, 161723, 1446.2, 1864.29, -37382.5, 9.74406
0.155749, -3.72329e-07, 0.0139022, 160385, 161942, 1557.49, 1158.52, -37232.9, 9.84012
0.155749, -3.71827e-07, 0, 160385, 161942, 1557.49, 0, -37182.7, 9.87234
0.17429, -3.70711e-07, 0.034738, 160618, 162361, 1742.9, 2894.84, -37071.1, 9.93639
0.15959, -3.69182e-07, -0.0184088, 160765, 162361, 1595.9, -1534.07, -36918.2, 10.0322
0.163795, -3.67609e-07, 0.00525562, 160996, 162634, 1637.95, 437.968, -36760.9, 10.1282
0.176696, -3.65912e-07, 0.0161172, 161340, 163107, 1766.96, 1343.1, -36591.2, 10.2243
0.171597, -3.64264e-07, -0.00637341, 161656, 163372, 1715.97, -531.117, -36426.4, 10.3203
0.175393, -3.6258e-07, 0.00474232, 161959, 163713, 1753.93, 395.193, -36258, 10.4163
0.162501, -3.61019e-07, -0.0161066, 162296, 163921, 1625.01, -1342.22, -36101.9, 10.5124
0.180763, -3.57546e-07, 0.0114066, 162943, 164751, 1807.63, 950.552, -35754.6, 10.7045
0.17438, -3.55873e-07, -0.00798277, 163281, 165025, 1743.8, -665.231, -35587.3, 10.8004
0.17438, -3.55317e-07, 0, 163281, 165025, 1743.8, 0, -35531.7, 10.8323
0.172323, -3.54208e-07, -0.00383739, 163597, 165320, 1723.23, -319.782, -35420.8, 10.8967
0.169278, -3.52587e-07, -0.00381339, 163819, 165512, 1692.78, -317.783, -35258.7, 10.9925
0.219014, -3.5102e-07, 0.0834248, 163819, 166009, 2190.14, 6952.06, -35102, 11.064
0.219114, -3.50481e-07, 0.00048788, 163818, 166009, 2191.14, 40.6567, -35048.1, 11.0886
0.228895, -3.48284e-07, 0.0122259, 163917, 166206, 2288.95, 1018.83, -34828.4, 11.1846
0.216684, -3.46202e-07, -0.015252, 164237, 166404, 2166.84, -1271, -34620.2, 11.2807
0.205188, -3.4423e-07, -0.0143581, 164559, 166611, 2051.88, -1196.51, -34423, 11.3768
0.205188, -3.44149e-07, 0, 164559, 166611, 2051.88, 0, -34414.9, 11.3807
0.20141, -3.42296e-07, -0.00492711, 164877, 166891, 2014.1, -410.592, -34229.6, 11.4727
0.178842, -3.40578e-07, -0.0281966, 165221, 167009, 1788.42, -2349.71, -34057.8, 11.5688
0.178842, -3.40059e-07, 0, 165221, 167009, 1788.42, 0, -34005.9, 11.5978
0.144835, -3.39087e-07, -0.0608679, 165649, 167097, 1448.35, -5072.32, -33908.7, 11.6649
0.109876, -3.38034e-07, -0.0437534, 166058, 167157, 1098.76, -3646.11, -33803.4, 11.7608
0.119754, -3.37207e-07, 0.0171633, 166058, 167256, 1197.54, 1430.28, -33720.7, 11.8298
0.0835536, -3.36979e-07, -0.159522, 166420, 167256, 835.536, -13293.5, -33697.9, 11.857
0.0502174, -3.36498e-07, -0.041746, 166762, 167264, 502.174, -3478.83, -33649.8, 11.9529
0.0178338, -3.36327e-07, -0.0404747, 167071, 167249, 178.338, -3372.89, -33632.7, 12.0489
